fips,state,county,pop
5083,North Dakota,Logan County,1850
17111,North Dakota,McHenry County,5745
13191,North Dakota,McIntosh County,2497
38053,North Dakota,McKenzie County,15024
17113,North Dakota,McLean County,9450
17131,North Dakota,Mercer County,8187
20129,North Dakota,Morton County,31364
38061,North Dakota,Mountrail County,10545
21179,North Dakota,Nelson County,2879
38065,North Dakota,Oliver County,1959
38067,North Dakota,Pembina County,6801
13229,North Dakota,Pierce County,3975
27123,North Dakota,Ramsey County,11519
38073,North Dakota,Ransom County,5218
27129,North Dakota,Renville County,2327
17159,North Dakota,Richland County,16177
38079,North Dakota,Rolette County,14176
38081,North Dakota,Sargent County,3898
20179,North Dakota,Sheridan County,1315
19167,North Dakota,Sioux County,4230
38087,North Dakota,Slope County,750
17175,North Dakota,Stark County,31489
27147,North Dakota,Steele County,1890
38093,North Dakota,Stutsman County,20704
38095,North Dakota,Towner County,2189
38097,North Dakota,Traill County,8036
38099,North Dakota,Walsh County,10641
38101,North Dakota,Ward County,67641
18179,North Dakota,Wells County,3834
38105,North Dakota,Williams County,37589
8001,Ohio,Adams County,27698
18003,Ohio,Allen County,102351
39005,Ohio,Ashland County,53484
39007,Ohio,Ashtabula County,97241
39009,Ohio,Athens County,65327
39011,Ohio,Auglaize County,45656
39013,Ohio,Belmont County,67006
17009,Ohio,Brown County,43432
1013,Ohio,Butler County,383134
5015,Ohio,Carroll County,26914
17019,Ohio,Champaign County,38885
5019,Ohio,Clark County,134083
39025,Ohio,Clermont County,206428
17027,Ohio,Clinton County,41968
39029,Ohio,Columbiana County,101883
39031,Ohio,Coshocton County,36600
5033,Ohio,Crawford County,41494
39035,Ohio,Cuyahoga County,1235072
39037,Ohio,Darke County,51113
39039,Ohio,Defiance County,38087
18035,Ohio,Delaware County,209177
36029,Ohio,Erie County,74266
9001,Ohio,Fairfield County,157574
1057,Ohio,Fayette County,28525
1059,Ohio,Franklin County,1316756
5049,Ohio,Fulton County,42126
39053,Ohio,Gallia County,29898
39055,Ohio,Geauga County,93649
1063,Ohio,Greene County,168937
39059,Ohio,Guernsey County,38875
12047,Ohio,Hamilton County,817473
13141,Ohio,Hancock County,75783
17069,Ohio,Hardin County,31365
18061,Ohio,Harrison County,15040
1067,Ohio,Henry County,27006
39071,Ohio,Highland County,43161
39073,Ohio,Hocking County,28264
12059,Ohio,Holmes County,43960
26063,Ohio,Huron County,58266
1071,Ohio,Jackson County,32413
1073,Ohio,Jefferson County,65325
17095,Ohio,Knox County,62322
6033,Ohio,Lake County,230149
1079,Ohio,Lawrence County,59463
39089,Ohio,Licking County,176862
5083,Ohio,Logan County,45672
39093,Ohio,Lorain County,309833
19117,Ohio,Lucas County,428348
1089,Ohio,Madison County,44731
39099,Ohio,Mahoning County,228683
1093,Ohio,Marion County,65093
39103,Ohio,Medina County,179746
39105,Ohio,Meigs County,22907
17131,Ohio,Mercer County,41172
18103,Ohio,Miami County,106987
1099,Ohio,Monroe County,13654
1101,Ohio,Montgomery County,531687
1103,Ohio,Morgan County,14508
39117,Ohio,Morrow County,35328
39119,Ohio,Muskingum County,86215
18113,Ohio,Noble County,14424
20143,Ohio,Ottawa County,40525
13223,Ohio,Paulding County,18672
1105,Ohio,Perry County,36134
39129,Ohio,Pickaway County,58457
1109,Ohio,Pike County,27772
39133,Ohio,Portage County,162466
39135,Ohio,Preble County,40882
12107,Ohio,Putnam County,33861
17159,Ohio,Richland County,121154
39141,Ohio,Ross County,76666
39143,Ohio,Sandusky County,58518
39145,Ohio,Scioto County,75314
36099,Ohio,Seneca County,55178
1117,Ohio,Shelby County,48590
17175,Ohio,Stark County,370606
8117,Ohio,Summit County,541013
39155,Ohio,Trumbull County,197974
39157,Ohio,Tuscarawas County,91987
5139,Ohio,Union County,58988
39161,Ohio,Van Wert County,28275
39163,Ohio,Vinton County,13085
13301,Ohio,Warren County,234602
1129,Ohio,Washington County,59911
13305,Ohio,Wayne County,115710
38105,Ohio,Williams County,36692
39173,Ohio,Wood County,130817
39175,Ohio,Wyandot County,21772
19001,Oklahoma,Adair County,22194
40003,Oklahoma,Alfalfa County,5702
40005,Oklahoma,Atoka County,13758
40007,Oklahoma,Beaver County,5311
40009,Oklahoma,Beckham County,21859
16013,Oklahoma,Blaine County,9429
13029,Oklahoma,Bryan County,47995
40015,Oklahoma,Caddo County,28762
40017,Oklahoma,Canadian County,148306
21043,Oklahoma,Carter County,48111
1019,Oklahoma,Cherokee County,48657
1023,Oklahoma,Choctaw County,14672
40025,Oklahoma,Cimarron County,2137
5025,Oklahoma,Cleveland County,284014
40029,Oklahoma,Coal County,5495
20033,Oklahoma,Comanche County,120749
40033,Oklahoma,Cotton County,5666
40035,Oklahoma,Craig County,14142
40037,Oklahoma,Creek County,71522
8027,Oklahoma,Custer County,29003
18035,Oklahoma,Delaware County,43009
40043,Oklahoma,Dewey County,4891
20051,Oklahoma,Ellis County,3859
8045,Oklahoma,Garfield County,61056
40049,Oklahoma,Garvin County,27711
13131,Oklahoma,Grady County,55834
5053,Oklahoma,Grant County,4333
40055,Oklahoma,Greer County,5712
40057,Oklahoma,Harmon County,2653
20077,Oklahoma,Harper County,3688
20081,Oklahoma,Haskell County,12627
40063,Oklahoma,Hughes County,13279
1071,Oklahoma,Jackson County,24530
1073,Oklahoma,Jefferson County,6002
37101,Oklahoma,Johnston County,11085
40071,Oklahoma,Kay County,43538
40073,Oklahoma,Kingfisher County,15765
8061,Oklahoma,Kiowa County,8708
40077,Oklahoma,Latimer County,10073
40079,Oklahoma,Le Flore County,49853
5079,Oklahoma,Lincoln County,34877
5083,Oklahoma,Logan County,48011
40085,Oklahoma,Love County,10253
40087,Oklahoma,McClain County,40474
40089,Oklahoma,McCurtain County,32832
13191,Oklahoma,McIntosh County,19596
40093,Oklahoma,Major County,7629
1095,Oklahoma,Marshall County,16931
40097,Oklahoma,Mayes County,41100
13213,Oklahoma,Murray County,14073
40101,Oklahoma,Muskogee County,67997
18113,Oklahoma,Noble County,11131
40105,Oklahoma,Nowata County,10076
40107,Oklahoma,Okfuskee County,11993
40109,Oklahoma,Oklahoma County,797434
40111,Oklahoma,Okmulgee County,38465
20139,Oklahoma,Osage County,46963
20143,Oklahoma,Ottawa County,31127
20145,Oklahoma,Pawnee County,16376
40119,Oklahoma,Payne County,81784
40121,Oklahoma,Pittsburg County,43654
28115,Oklahoma,Pontotoc County,38284
20149,Oklahoma,Pottawatomie County,72592
40127,Oklahoma,Pushmataha County,11096
40129,Oklahoma,Roger Mills County,3583
40131,Oklahoma,Rogers County,92459
12117,Oklahoma,Seminole County,24258
40135,Oklahoma,Sequoyah County,41569
13257,Oklahoma,Stephens County,43143
29215,Oklahoma,Texas County,19983
40141,Oklahoma,Tillman County,7250
40143,Oklahoma,Tulsa County,651552
40145,Oklahoma,Wagoner County,81289
1129,Oklahoma,Washington County,51527
40149,Oklahoma,Washita County,10916
40151,Oklahoma,Woods County,8793
40153,Oklahoma,Woodward County,20211
12003,Oregon,Baker County,16124
5007,Oregon,Benton County,93053
41005,Oregon,Clackamas County,418187
41007,Oregon,Clatsop County,40224
5027,Oregon,Columbia County,52354
33007,Oregon,Coos County,64487
41013,Oregon,Crook County,24404
35009,Oregon,Curry County,22925
41017,Oregon,Deschutes County,197692
8035,Oregon,Douglas County,110980
41021,Oregon,Gilliam County,1912
5053,Oregon,Grant County,7199
41025,Oregon,Harney County,7393
41027,Oregon,Hood River County,23382
1071,Oregon,Jackson County,220944
1073,Oregon,Jefferson County,24658
41033,Oregon,Josephine County,87487
41035,Oregon,Klamath County,68238
6033,Oregon,Lake County,7869
20101,Oregon,Lane County,382067
5079,Oregon,Lincoln County,49962
19113,Oregon,Linn County,129749
41045,Oregon,Malheur County,30571
1093,Oregon,Marion County,347818
39117,Oregon,Morrow County,11603
41051,Oregon,Multnomah County,812855
5113,Oregon,Polk County,86085
20181,Oregon,Sherman County,1780
41057,Oregon,Tillamook County,27036
41059,Oregon,Umatilla County,77950
5139,Oregon,Union County,26835
41063,Oregon,Wallowa County,7208
41065,Oregon,Wasco County,26682
1129,Oregon,Washington County,601592
13309,Oregon,Wheeler County,1332
41071,Oregon,Yamhill County,107100
8001,Pennsylvania,Adams County,103009
42003,Pennsylvania,Allegheny County,1216045
42005,Pennsylvania,Armstrong County,64735
40007,Pennsylvania,Beaver County,163929
42009,Pennsylvania,Bedford County,47888
42011,Pennsylvania,Berks County,421164
42013,Pennsylvania,Blair County,121829
12007,Pennsylvania,Bradford County,60323
42017,Pennsylvania,Bucks County,628270
1013,Pennsylvania,Butler County,187853
42021,Pennsylvania,Cambria County,130192
42023,Pennsylvania,Cameron County,4447
30009,Pennsylvania,Carbon County,64182
42027,Pennsylvania,Centre County,162385
42029,Pennsylvania,Chester County,524989
42031,Pennsylvania,Clarion County,38438
42033,Pennsylvania,Clearfield County,79255
17027,Pennsylvania,Clinton County,38632
5027,Pennsylvania,Columbia County,64964
5033,Pennsylvania,Crawford County,84629
17035,Pennsylvania,Cumberland County,253370
42043,Pennsylvania,Dauphin County,278299
18035,Pennsylvania,Delaware County,566747
20049,Pennsylvania,Elk County,29910
36029,Pennsylvania,Erie County,269728
1057,Pennsylvania,Fayette County,129274
42053,Pennsylvania,Forest County,7247
1059,Pennsylvania,Franklin County,155027
5049,Pennsylvania,Fulton County,14530
1063,Pennsylvania,Greene County,36233
42061,Pennsylvania,Huntingdon County,45144
42063,Pennsylvania,Indiana County,84073
1073,Pennsylvania,Jefferson County,43425
42067,Pennsylvania,Juniata County,24763
42069,Pennsylvania,Lackawanna County,209674
31109,Pennsylvania,Lancaster County,545724
1079,Pennsylvania,Lawrence County,85512
42075,Pennsylvania,Lebanon County,141793
42077,Pennsylvania,Lehigh County,369318
42079,Pennsylvania,Luzerne County,317417
42081,Pennsylvania,Lycoming County,113299
42083,Pennsylvania,McKean County,40625
17131,Pennsylvania,Mercer County,109424
42087,Pennsylvania,Mifflin County,46138
1099,Pennsylvania,Monroe County,170271
1101,Pennsylvania,Montgomery County,830915
42093,Pennsylvania,Montour County,18230
37131,Pennsylvania,Northampton County,305285
42097,Pennsylvania,Northumberland County,90843
1105,Pennsylvania,Perry County,46272
42101,Pennsylvania,Philadelphia County,1584064
1109,Pennsylvania,Pike County,55809
42105,Pennsylvania,Potter County,16526
42107,Pennsylvania,Schuylkill County,141359
42109,Pennsylvania,Snyder County,40372
23025,Pennsylvania,Somerset County,73447
18153,Pennsylvania,Sullivan County,6066
42115,Pennsylvania,Susquehanna County,40328
36107,Pennsylvania,Tioga County,40591
5139,Pennsylvania,Union County,44923
42121,Pennsylvania,Venango County,50668
13301,Pennsylvania,Warren County,39191
1129,Pennsylvania,Washington County,206865
13305,Pennsylvania,Wayne County,51361
42129,Pennsylvania,Westmoreland County,348899
36121,Pennsylvania,Wyoming County,26794
23031,Pennsylvania,York County,449058
25005,Rhode Island,Bristol County,48479
10001,Rhode Island,Kent County,164292
44005,Rhode Island,Newport County,82082
44007,Rhode Island,Providence County,638931
1129,Rhode Island,Washington County,125577
45001,South Carolina,Abbeville County,24527
45003,South Carolina,Aiken County,170872
45005,South Carolina,Allendale County,8688
20003,South Carolina,Anderson County,202558
45009,South Carolina,Bamberg County,14066
45011,South Carolina,Barnwell County,20866
37013,South Carolina,Beaufort County,192122
45015,South Carolina,Berkeley County,227907
1015,South Carolina,Calhoun County,14553
45019,South Carolina,Charleston County,411406
1019,South Carolina,Cherokee County,57300
42029,South Carolina,Chester County,32244
45025,South Carolina,Chesterfield County,45650
45027,South Carolina,Clarendon County,33745
45029,South Carolina,Colleton County,37677
45031,South Carolina,Darlington County,66618
45033,South Carolina,Dillon County,30479
24019,South Carolina,Dorchester County,162809
45037,South Carolina,Edgefield County,27260
9001,South Carolina,Fairfield County,22347
45041,South Carolina,Florence County,138293
45043,South Carolina,Georgetown County,62680
45045,South Carolina,Greenville County,523542
20073,South Carolina,Greenwood County,70811
45049,South Carolina,Hampton County,19222
45051,South Carolina,Horry County,354081
13159,South Carolina,Jasper County,30073
45055,South Carolina,Kershaw County,66551
31109,South Carolina,Lancaster County,98012
13175,South Carolina,Laurens County,67493
1081,South Carolina,Lee County,16828
45063,South Carolina,Lexington County,298750
45065,South Carolina,McCormick County,9463
1093,South Carolina,Marion County,30657
45069,South Carolina,Marlboro County,26118
45071,South Carolina,Newberry County,38440
13219,South Carolina,Oconee County,79546
45075,South Carolina,Orangeburg County,86175
1107,South Carolina,Pickens County,126884
17159,South Carolina,Richland County,415759
45081,South Carolina,Saluda County,20473
45083,South Carolina,Spartanburg County,319785
1119,South Carolina,Sumter County,106721
5139,South Carolina,Union County,27316
45089,South Carolina,Williamsburg County,30368
23031,South Carolina,York County,280979
46003,South Dakota,Aurora County,2751
46005,South Dakota,Beadle County,18453
46007,South Dakota,Bennett County,3365
46009,South Dakota,Bon Homme County,6901
46011,South Dakota,Brookings County,35077
17009,South Dakota,Brown County,38839
46015,South Dakota,Brule County,5297
31019,South Dakota,Buffalo County,1962
6007,South Dakota,Butte County,10429
21037,South Dakota,Campbell County,1376
46023,South Dakota,Charles Mix County,9292
5019,South Dakota,Clark County,3736
1027,South Dakota,Clay County,14070
46029,South Dakota,Codington County,28009
46031,South Dakota,Corson County,4086
8027,South Dakota,Custer County,8972
46035,South Dakota,Davison County,19775
46037,South Dakota,Day County,5424
31049,South Dakota,Deuel County,4351
40043,South Dakota,Dewey County,5892
8035,South Dakota,Douglas County,2921
46045,South Dakota,Edmunds County,3829
46047,South Dakota,Fall River County,6713
46049,South Dakota,Faulk County,2299
5053,South Dakota,Grant County,7052
46053,South Dakota,Gregory County,4185
46055,South Dakota,Haakon County,1899
46057,South Dakota,Hamlin County,6164
46059,South Dakota,Hand County,3191
46061,South Dakota,Hanson County,3453
35021,South Dakota,Harding County,1298
40063,South Dakota,Hughes County,17526
46067,South Dakota,Hutchinson County,7291
37095,South Dakota,Hyde County,1301
1071,South Dakota,Jackson County,3344
46073,South Dakota,Jerauld County,2013
13169,South Dakota,Jones County,903
46077,South Dakota,Kingsbury County,4939
6033,South Dakota,Lake County,12797
1079,South Dakota,Lawrence County,25844
5079,South Dakota,Lincoln County,61128
46085,South Dakota,Lyman County,3781
46087,South Dakota,McCook County,5586
20113,South Dakota,McPherson County,2379
1095,South Dakota,Marshall County,4935
20119,South Dakota,Meade County,28332
46095,South Dakota,Mellette County,2061
46097,South Dakota,Miner County,2216
46099,South Dakota,Minnehaha County,193134
46101,South Dakota,Moody County,6576
46102,South Dakota,Oglala Lakota County,14177
27113,South Dakota,Pennington County,113775
31135,South Dakota,Perkins County,2865
42105,South Dakota,Potter County,2153
46109,South Dakota,Roberts County,10394
46111,South Dakota,Sanborn County,2344
46115,South Dakota,Spink County,6376
46117,South Dakota,Stanley County,3098
46119,South Dakota,Sully County,1391
21219,South Dakota,Todd County,10177
46123,South Dakota,Tripp County,5441
13287,South Dakota,Turner County,8384
5139,South Dakota,Union County,15932
46129,South Dakota,Walworth County,5435
46135,South Dakota,Yankton County,22814
46137,South Dakota,Ziebach County,2756
20003,Tennessee,Anderson County,76978
42009,Tennessee,Bedford County,49713
5007,Tennessee,Benton County,16160
47007,Tennessee,Bledsoe County,15064
1009,Tennessee,Blount County,133088
5011,Tennessee,Bradley County,108110
21037,Tennessee,Campbell County,39842
47015,Tennessee,Cannon County,14678
5015,Tennessee,Carroll County,27767
21043,Tennessee,Carter County,56391
47021,Tennessee,Cheatham County,40667
42029,Tennessee,Chester County,17297
28021,Tennessee,Claiborne County,31959
1027,Tennessee,Clay County,7615
47029,Tennessee,Cocke County,36004
1031,Tennessee,Coffee County,56520
47033,Tennessee,Crockett County,14230
17035,Tennessee,Cumberland County,60520
37057,Tennessee,Davidson County,694144
13087,Tennessee,Decatur County,11663
1049,Tennessee,DeKalb County,20490
47043,Tennessee,Dickson County,53948
47045,Tennessee,Dyer County,37159
1057,Tennessee,Fayette County,41133
47049,Tennessee,Fentress County,18523
1059,Tennessee,Franklin County,42208
18051,Tennessee,Gibson County,49133
47055,Tennessee,Giles County,29464
47057,Tennessee,Grainger County,23320
1063,Tennessee,Greene County,69069
17063,Tennessee,Grundy County,13427
47063,Tennessee,Hamblen County,64934
12047,Tennessee,Hamilton County,367804
13141,Tennessee,Hancock County,6620
47069,Tennessee,Hardeman County,25050
17069,Tennessee,Hardin County,25652
47073,Tennessee,Hawkins County,56786
37087,Tennessee,Haywood County,17304
17071,Tennessee,Henderson County,28117
1067,Tennessee,Henry County,32345
21105,Tennessee,Hickman County,25178
1069,Tennessee,Houston County,8201
28053,Tennessee,Humphreys County,18582
1071,Tennessee,Jackson County,11786
1073,Tennessee,Jefferson County,54495
5071,Tennessee,Johnson County,17788
17095,Tennessee,Knox County,470313
6033,Tennessee,Lake County,7016
1077,Tennessee,Lauderdale County,25633
1079,Tennessee,Lawrence County,44142
16061,Tennessee,Lewis County,12268
5079,Tennessee,Lincoln County,34366
47105,Tennessee,Loudon County,54068
47107,Tennessee,McMinn County,53794
47109,Tennessee,McNairy County,25694
1087,Tennessee,Macon County,24602
1089,Tennessee,Madison County,97984
1093,Tennessee,Marion County,28907
1095,Tennessee,Marshall County,34375
47119,Tennessee,Maury County,96387
39105,Tennessee,Meigs County,12422
1099,Tennessee,Monroe County,46545
1101,Tennessee,Montgomery County,208993
37125,Tennessee,Moore County,6488
1103,Tennessee,Morgan County,21403
47131,Tennessee,Obion County,30069
47133,Tennessee,Overton County,22241
1105,Tennessee,Perry County,8076
47137,Tennessee,Pickett County,5048
5113,Tennessee,Polk County,16832
12107,Tennessee,Putnam County,80245
47143,Tennessee,Rhea County,33167
47145,Tennessee,Roane County,53382
21201,Tennessee,Robertson County,71813
37161,Tennessee,Rutherford County,332285
5127,Tennessee,Scott County,22068
47153,Tennessee,Sequatchie County,15026
5133,Tennessee,Sevier County,98250
1117,Tennessee,Shelby County,937166
20183,Tennessee,Smith County,20157
13259,Tennessee,Stewart County,13715
18153,Tennessee,Sullivan County,158348
20191,Tennessee,Sumner County,191283
18159,Tennessee,Tipton County,61599
47169,Tennessee,Trousdale County,11284
47171,Tennessee,Unicoi County,17883
5139,Tennessee,Union County,19972
5141,Tennessee,Van Buren County,5872
13301,Tennessee,Warren County,41277
1129,Tennessee,Washington County,129375
13305,Tennessee,Wayne County,16673
47183,Tennessee,Weakley County,33328
5145,Tennessee,White County,27345
17199,Tennessee,Williamson County,238412
20205,Tennessee,Wilson County,144657
20003,Texas,Anderson County,57735
48003,Texas,Andrews County,18705
48005,Texas,Angelina County,86715
48007,Texas,Aransas County,23510
48009,Texas,Archer County,8553
42005,Texas,Armstrong County,1887
48013,Texas,Atascosa County,51153
48015,Texas,Austin County,30032
48017,Texas,Bailey County,7000
48019,Texas,Bandera County,23112
48021,Texas,Bastrop County,88723
48023,Texas,Baylor County,3509
48025,Texas,Bee County,32565
21013,Texas,Bell County,362924
48029,Texas,Bexar County,2003554
48031,Texas,Blanco County,11931
48033,Texas,Borden County,654
48035,Texas,Bosque County,18685
48037,Texas,Bowie County,93245
48039,Texas,Brazoria County,374264
48041,Texas,Brazos County,229211
48043,Texas,Brewster County,9203
48045,Texas,Briscoe County,1546
13027,Texas,Brooks County,7093
17009,Texas,Brown County,37864
48051,Texas,Burleson County,18443
48053,Texas,Burnet County,48155
21033,Texas,Caldwell County,43664
1015,Texas,Calhoun County,21290
48059,Texas,Callahan County,13943
42023,Texas,Cameron County,423163
48063,Texas,Camp County,13094
48065,Texas,Carson County,5926
17017,Texas,Cass County,30026
48069,Texas,Castro County,7530
1017,Texas,Chambers County,43837
1019,Texas,Cherokee County,52646
48075,Texas,Childress County,7306
1027,Texas,Clay County,10471
48079,Texas,Cochran County,2853
48081,Texas,Coke County,3387
48083,Texas,Coleman County,8175
48085,Texas,Collin County,1034730
48087,Texas,Collingsworth County,2920
48089,Texas,Colorado County,21493
48091,Texas,Comal County,156209
20033,Texas,Comanche County,13635
48095,Texas,Concho County,2726
48097,Texas,Cooke County,41257
48099,Texas,Coryell County,75951
48101,Texas,Cottle County,1398
48103,Texas,Crane County,4797
47033,Texas,Crockett County,3464
48107,Texas,Crosby County,5737
48109,Texas,Culberson County,2171
48111,Texas,Dallam County,7287
1047,Texas,Dallas County,2635516
13085,Texas,Dawson County,12728
48117,Texas,Deaf Smith County,18546
8029,Texas,Delta County,5331
48121,Texas,Denton County,887207
48123,Texas,DeWitt County,20160
48125,Texas,Dickens County,2211
48127,Texas,Dimmit County,10124
48129,Texas,Donley County,3278
12031,Texas,Duval County,11157
48133,Texas,Eastland County,18360
48135,Texas,Ector County,166223
17047,Texas,Edwards County,1932
20051,Texas,Ellis County,184826
8041,Texas,El Paso County,839238
48143,Texas,Erath County,42698
48145,Texas,Falls County,17297
13111,Texas,Fannin County,35514
1057,Texas,Fayette County,25346
48151,Texas,Fisher County,3830
13115,Texas,Floyd County,5712
48155,Texas,Foard County,1155
48157,Texas,Fort Bend County,811688
1059,Texas,Franklin County,10725
48161,Texas,Freestone County,19717
48163,Texas,Frio County,20306
48165,Texas,Gaines County,21492
48167,Texas,Galveston County,342139
48169,Texas,Garza County,6229
48171,Texas,Gillespie County,26988
48173,Texas,Glasscock County,1409
48175,Texas,Goliad County,7658
48177,Texas,Gonzales County,20837
20069,Texas,Gray County,21886
21085,Texas,Grayson County,136212
48183,Texas,Gregg County,123945
48185,Texas,Grimes County,28880
35019,Texas,Guadalupe County,166847
1065,Texas,Hale County,33406
13139,Texas,Hall County,2964
12047,Texas,Hamilton County,8461
48195,Texas,Hansford County,5399
47069,Texas,Hardeman County,3933
17069,Texas,Hardin County,57602
13145,Texas,Harris County,4713325
18061,Texas,Harrison County,66553
48205,Texas,Hartley County,5576
20081,Texas,Haskell County,5658
48209,Texas,Hays County,230191
48211,Texas,Hemphill County,3819
17071,Texas,Henderson County,82737
35023,Texas,Hidalgo County,868707
30041,Texas,Hill County,36649
48219,Texas,Hockley County,23021
48221,Texas,Hood County,61643
21107,Texas,Hopkins County,37084
1069,Texas,Houston County,22968
5061,Texas,Howard County,36664
48229,Texas,Hudspeth County,4886
48231,Texas,Hunt County,98594
46067,Texas,Hutchinson County,20938
48235,Texas,Irion County,1536
48237,Texas,Jack County,8935
1071,Texas,Jackson County,14760
13159,Texas,Jasper County,35529
13161,Texas,Jeff Davis County,2274
1073,Texas,Jefferson County,251565
48247,Texas,Jim Hogg County,5200
48249,Texas,Jim Wells County,40482
5071,Texas,Johnson County,175817
13169,Texas,Jones County,20083
48255,Texas,Karnes County,15601
48257,Texas,Kaufman County,136154
17093,Texas,Kendall County,47431
48261,Texas,Kenedy County,404
10001,Texas,Kent County,762
48265,Texas,Kerr County,52600
48267,Texas,Kimble County,4337
48269,Texas,King County,272
48271,Texas,Kinney County,3667
48273,Texas,Kleberg County,30680
17095,Texas,Knox County,3664
1075,Texas,Lamar County,49859
48279,Texas,Lamb County,12893
48281,Texas,Lampasas County,21428
48283,Texas,La Salle County,7520
48285,Texas,Lavaca County,20154
1081,Texas,Lee County,17239
12073,Texas,Leon County,17404
12077,Texas,Liberty County,88219
1083,Texas,Limestone County,23437
48295,Texas,Lipscomb County,3233
48297,Texas,Live Oak County,12207
48299,Texas,Llano County,21795
48301,Texas,Loving County,169
48303,Texas,Lubbock County,310569
48305,Texas,Lynn County,5951
48307,Texas,McCulloch County,7984
48309,Texas,McLennan County,256623
48311,Texas,McMullen County,743
1089,Texas,Madison County,14284
1093,Texas,Marion County,9854
12085,Texas,Martin County,5771
17125,Texas,Mason County,4274
48321,Texas,Matagorda County,36643
48323,Texas,Maverick County,58722
39103,Texas,Medina County,51584
17129,Texas,Menard County,2138
26111,Texas,Midland County,176832
48331,Texas,Milam County,24823
19129,Texas,Mills County,4873
13205,Texas,Mitchell County,8545
48337,Texas,Montague County,19818
1101,Texas,Montgomery County,607391
37125,Texas,Moore County,20940
20127,Texas,Morris County,12388
48345,Texas,Motley County,1200
48347,Texas,Nacogdoches County,65204
48349,Texas,Navarro County,50113
5101,Texas,Newton County,13595
48353,Texas,Nolan County,14714
48355,Texas,Nueces County,362294
48357,Texas,Ochiltree County,9836
21185,Texas,Oldham County,2112
6059,Texas,Orange County,83396
48363,Texas,Palo Pinto County,29189
28107,Texas,Panola County,23194
48367,Texas,Parker County,142878
48369,Texas,Parmer County,9605
48371,Texas,Pecos County,15823
5113,Texas,Polk County,51353
42105,Texas,Potter County,117415
48377,Texas,Presidio County,6704
48379,Texas,Rains County,12514
48381,Texas,Randall County,137713
48383,Texas,Reagan County,3849
48385,Texas,Real County,3452
48387,Texas,Red River County,12023
48389,Texas,Reeves County,15976
48391,Texas,Refugio County,6948
46109,Texas,Roberts County,854
21201,Texas,Robertson County,17074
48397,Texas,Rockwall County,104915
48399,Texas,Runnels County,10264
48401,Texas,Rusk County,54406
48403,Texas,Sabine County,10542
48405,Texas,San Augustine County,8237
48407,Texas,San Jacinto County,28859
48409,Texas,San Patricio County,66730
48411,Texas,San Saba County,6055
48413,Texas,Schleicher County,2793
48415,Texas,Scurry County,16703
48417,Texas,Shackelford County,3265
1117,Texas,Shelby County,25274
20181,Texas,Sherman County,3022
20183,Texas,Smith County,232751
48425,Texas,Somervell County,9128
48427,Texas,Starr County,64633
13257,Texas,Stephens County,9366
48431,Texas,Sterling County,1291
48433,Texas,Stonewall County,1350
48435,Texas,Sutton County,3776
48437,Texas,Swisher County,7397
48439,Texas,Tarrant County,2102515
12123,Texas,Taylor County,138034
13273,Texas,Terrell County,776
48445,Texas,Terry County,12337
48447,Texas,Throckmorton County,1501
48449,Texas,Titus County,32750
48451,Texas,Tom Green County,119200
48453,Texas,Travis County,1273954
6105,Texas,Trinity County,14651
48457,Texas,Tyler County,21672
48459,Texas,Upshur County,41753
48461,Texas,Upton County,3657
48463,Texas,Uvalde County,26741
48465,Texas,Val Verde County,49025
48467,Texas,Van Zandt County,56590
48469,Texas,Victoria County,92084
1127,Texas,Walker County,72971
48473,Texas,Waller County,55246
38101,Texas,Ward County,11998
1129,Texas,Washington County,35882
48479,Texas,Webb County,276652
48481,Texas,Wharton County,41556
13309,Texas,Wheeler County,5056
20203,Texas,Wichita County,132230
48487,Texas,Wilbarger County,12769
48489,Texas,Willacy County,21358
17199,Texas,Williamson County,590551
20205,Texas,Wilson County,51070
48495,Texas,Winkler County,8010
48497,Texas,Wise County,69984
39173,Texas,Wood County,45539
48501,Texas,Yoakum County,8713
48503,Texas,Young County,18010
48505,Texas,Zapata County,14179
48507,Texas,Zavala County,11840
40007,Utah,Beaver County,6710
49003,Utah,Box Elder County,56046
49005,Utah,Cache County,128289
30009,Utah,Carbon County,20463
49009,Utah,Daggett County,950
19051,Utah,Davis County,355481
49013,Utah,Duchesne County,19938
49015,Utah,Emery County,10012
8045,Utah,Garfield County,5051
8049,Utah,Grand County,9754
26071,Utah,Iron County,54839
49023,Utah,Juab County,12017
17089,Utah,Kane County,7886
49027,Utah,Millard County,13188
1103,Utah,Morgan County,12124
49031,Utah,Piute County,1479
49033,Utah,Rich County,2483
49035,Utah,Salt Lake County,1160437
8111,Utah,San Juan County,15308
49039,Utah,Sanpete County,30939
5133,Utah,Sevier County,21620
8117,Utah,Summit County,42145
49045,Utah,Tooele County,72259
49047,Utah,Uintah County,35734
49049,Utah,Utah County,636235
49051,Utah,Wasatch County,34091
1129,Utah,Washington County,177556
13305,Utah,Wayne County,2711
49057,Utah,Weber County,260213
50001,Vermont,Addison County,36777
50003,Vermont,Bennington County,35470
50005,Vermont,Caledonia County,29993
50007,Vermont,Chittenden County,163774
25009,Vermont,Essex County,6163
1059,Vermont,Franklin County,49402
50013,Vermont,Grand Isle County,7235
50015,Vermont,Lamoille County,25362
6059,Vermont,Orange County,28892
36073,Vermont,Orleans County,27037
50021,Vermont,Rutland County,58191
1129,Vermont,Washington County,58409
